2025-05-07 01:20:08 - PERFORMANCE - 获取行业名称失败: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2025-05-07 23:20:36 - PERFORMANCE - 菜单栏初始化完成
2025-05-07 23:20:36 - PERFORMANCE - 菜单栏创建完成
2025-05-07 23:20:36 - PERFORMANCE - 工具栏初始化完成
2025-05-07 23:20:36 - PERFORMANCE - 工具栏创建完成
2025-05-07 23:20:37 - PERFORMANCE - 主题应用完成
2025-05-07 23:20:37 - PERFORMANCE - UI初始化完成
2025-05-07 23:20:37 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-07 23:20:37 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-07 23:20:37 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:20:38 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:20:38 - PERFORMANCE - 开始初始化数据...
2025-05-07 23:20:38 - PERFORMANCE - 互斥锁初始化完成
2025-05-07 23:20:38 - PERFORMANCE - 配置加载完成
2025-05-07 23:20:38 - PERFORMANCE - 缓存已清除
2025-05-07 23:20:38 - PERFORMANCE - 数据源初始化完成
2025-05-07 23:20:38 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:20:40 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:20:40 - PERFORMANCE - 数据初始化完成
2025-05-07 23:20:40 - PERFORMANCE - 信号连接完成
2025-05-07 23:20:40 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:20:41 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:20:41 - PERFORMANCE - TradingGUI初始化完成
2025-05-07 23:20:41 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:20:41 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:20:41 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:20:41 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:20:41 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:20:41 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:20:42 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:20:42 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:20:42 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:21:37 - PERFORMANCE - 成功获取股票 sz301566 的K线数据，时间范围: 2023-12-29 00:00:00 至 2025-04-10 00:00:00，共 307 条记录
2025-05-07 23:21:39 - PERFORMANCE - 图表更新完成
2025-05-07 23:21:39 - PERFORMANCE - 成功更新sz301566的图表显示
2025-05-07 23:21:39 - PERFORMANCE - 已选择股票: sz301566
2025-05-07 23:21:41 - PERFORMANCE - 成功获取股票 sh900943 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:21:42 - PERFORMANCE - 图表更新完成
2025-05-07 23:21:42 - PERFORMANCE - 成功更新sh900943的图表显示
2025-05-07 23:21:42 - PERFORMANCE - 已选择股票: sh900943
2025-05-07 23:21:48 - PERFORMANCE - 成功获取股票 sz160143 的K线数据，时间范围: 2023-06-19 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:21:50 - PERFORMANCE - 图表更新完成
2025-05-07 23:21:50 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:21:50 - PERFORMANCE - 已选择股票: sz160143
2025-05-07 23:21:51 - PERFORMANCE - 成功获取股票 sh000016 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:21:51 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:21:51 - PERFORMANCE - 成功更新sh000016的图表显示
2025-05-07 23:21:51 - PERFORMANCE - 已选择股票: sh000016
2025-05-07 23:21:52 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:21:52 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:21:52 - PERFORMANCE - 已选择股票: sz160143
2025-05-07 23:21:53 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:21:53 - PERFORMANCE - 成功更新sh000016的图表显示
2025-05-07 23:21:53 - PERFORMANCE - 已选择股票: sh000016
2025-05-07 23:21:54 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:21:54 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:21:54 - PERFORMANCE - 已选择股票: sz160143
2025-05-07 23:21:55 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:21:55 - PERFORMANCE - 成功更新sh000016的图表显示
2025-05-07 23:21:55 - PERFORMANCE - 已选择股票: sh000016
2025-05-07 23:21:56 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:21:56 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:21:56 - PERFORMANCE - 已选择股票: sz160143
2025-05-07 23:21:57 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:21:57 - PERFORMANCE - 成功更新sh000016的图表显示
2025-05-07 23:21:57 - PERFORMANCE - 已选择股票: sh000016
2025-05-07 23:21:58 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:21:58 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:21:58 - PERFORMANCE - 已选择股票: sz160143
2025-05-07 23:22:22 - PERFORMANCE - 图表已放大，当前缩放级别: 1.10
2025-05-07 23:22:22 - PERFORMANCE - 图表已放大，当前缩放级别: 1.21
2025-05-07 23:22:23 - PERFORMANCE - 图表已放大，当前缩放级别: 1.33
2025-05-07 23:22:24 - PERFORMANCE - 图表已放大，当前缩放级别: 1.46
2025-05-07 23:22:24 - PERFORMANCE - 图表已放大，当前缩放级别: 1.61
2025-05-07 23:22:24 - PERFORMANCE - 图表已放大，当前缩放级别: 1.77
2025-05-07 23:22:25 - PERFORMANCE - 图表已放大，当前缩放级别: 1.95
2025-05-07 23:22:25 - PERFORMANCE - 图表已放大，当前缩放级别: 2.14
2025-05-07 23:22:25 - PERFORMANCE - 图表已放大，当前缩放级别: 2.36
2025-05-07 23:22:27 - PERFORMANCE - 图表已放大，当前缩放级别: 2.59
2025-05-07 23:22:28 - PERFORMANCE - 图表已放大，当前缩放级别: 2.85
2025-05-07 23:22:28 - PERFORMANCE - 图表已放大，当前缩放级别: 3.14
2025-05-07 23:22:29 - PERFORMANCE - 图表已放大，当前缩放级别: 3.45
2025-05-07 23:22:39 - PERFORMANCE - 图表缩放已重置
2025-05-07 23:22:40 - PERFORMANCE - 图表缩放已重置
2025-05-07 23:23:04 - PERFORMANCE - 切换图表类型: 分时图
2025-05-07 23:23:04 - PERFORMANCE - 图表类型切换完成
2025-05-07 23:23:08 - PERFORMANCE - 切换图表类型: K线图
2025-05-07 23:23:08 - PERFORMANCE - 图表类型切换完成
2025-05-07 23:23:11 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:23:11 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:23:11 - PERFORMANCE - 时间范围已更改为: 最近2年
2025-05-07 23:23:16 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:23:16 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:23:16 - PERFORMANCE - 时间范围已更改为: 最近5年
2025-05-07 23:23:19 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:23:19 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:23:19 - PERFORMANCE - 时间范围已更改为: 全部
2025-05-07 23:23:22 - PERFORMANCE - 图表缩放已重置
2025-05-07 23:23:25 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:23:25 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:23:25 - PERFORMANCE - 时间范围已更改为: 最近5年
2025-05-07 23:23:28 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:23:28 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:23:28 - PERFORMANCE - 时间范围已更改为: 最近3年
2025-05-07 23:23:30 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:23:30 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:23:30 - PERFORMANCE - 时间范围已更改为: 最近7天
2025-05-07 23:23:33 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:23:33 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:23:33 - PERFORMANCE - 时间范围已更改为: 最近30天
2025-05-07 23:23:36 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:23:36 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:23:36 - PERFORMANCE - 时间范围已更改为: 最近7天
2025-05-07 23:23:39 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:23:39 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:23:39 - PERFORMANCE - 时间范围已更改为: 最近90天
2025-05-07 23:23:43 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:23:43 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:23:43 - PERFORMANCE - 时间范围已更改为: 最近7天
2025-05-07 23:23:51 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:23:51 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:23:51 - PERFORMANCE - 时间范围已更改为: 最近90天
2025-05-07 23:24:05 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:24:05 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:24:05 - PERFORMANCE - 时间范围已更改为: 最近30天
2025-05-07 23:24:07 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:24:07 - PERFORMANCE - 成功更新sz160143的图表显示
2025-05-07 23:24:07 - PERFORMANCE - 时间范围已更改为: 最近7天
2025-05-07 23:30:36 - PERFORMANCE - TradingGUI初始化开始
2025-05-07 23:30:36 - PERFORMANCE - StockManager初始化成功
2025-05-07 23:30:36 - PERFORMANCE - Hikyuu数据源初始化失败: No module named 'data_source'
2025-05-07 23:30:36 - PERFORMANCE - 东方财富数据源初始化成功
2025-05-07 23:30:36 - PERFORMANCE - 新浪数据源初始化成功
2025-05-07 23:30:36 - PERFORMANCE - 同花顺数据源初始化成功
2025-05-07 23:30:36 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:30:36 - PERFORMANCE - 行业管理器初始化完成
2025-05-07 23:30:36 - PERFORMANCE - 市场和行业数据初始化完成: 5 个市场, 43 个行业
2025-05-07 23:30:36 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:30:36 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:30:36 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:30:36 - PERFORMANCE - 初始化行业管理器结束
2025-05-07 23:30:36 - PERFORMANCE - 初始化主题管理器
2025-05-07 23:30:36 - PERFORMANCE - 初始化主题配置
2025-05-07 23:30:36 - PERFORMANCE - 加载默认主题色
2025-05-07 23:30:36 - PERFORMANCE - 加载颜色主题结束
2025-05-07 23:30:36 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-07 23:30:36 - PERFORMANCE - 行业映射初始化完成
2025-05-07 23:30:36 - PERFORMANCE - 左侧面板创建完成
2025-05-07 23:30:36 - PERFORMANCE - 图表控件UI初始化完成
2025-05-07 23:30:36 - PERFORMANCE - 信号连接完成
2025-05-07 23:30:37 - PERFORMANCE - 主题应用完成
2025-05-07 23:30:37 - PERFORMANCE - 图表渲染优化完成
2025-05-07 23:30:37 - PERFORMANCE - 图表控件初始化完成
2025-05-07 23:30:37 - PERFORMANCE - 中间面板创建完成
2025-05-07 23:30:37 - PERFORMANCE - 右侧面板创建完成
2025-05-07 23:30:37 - PERFORMANCE - 底部面板创建完成
2025-05-07 23:30:37 - PERFORMANCE - 菜单栏初始化完成
2025-05-07 23:30:37 - PERFORMANCE - 菜单栏创建完成
2025-05-07 23:30:37 - PERFORMANCE - 工具栏初始化完成
2025-05-07 23:30:37 - PERFORMANCE - 工具栏创建完成
2025-05-07 23:30:38 - PERFORMANCE - 主题应用完成
2025-05-07 23:30:38 - PERFORMANCE - UI初始化完成
2025-05-07 23:30:38 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-07 23:30:38 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-07 23:30:38 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:30:39 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:30:39 - PERFORMANCE - 开始初始化数据...
2025-05-07 23:30:39 - PERFORMANCE - 互斥锁初始化完成
2025-05-07 23:30:39 - PERFORMANCE - 配置加载完成
2025-05-07 23:30:39 - PERFORMANCE - 缓存已清除
2025-05-07 23:30:39 - PERFORMANCE - 数据源初始化完成
2025-05-07 23:30:39 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:30:40 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:30:40 - PERFORMANCE - 数据初始化完成
2025-05-07 23:30:40 - PERFORMANCE - 信号连接完成
2025-05-07 23:30:40 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:30:42 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:30:42 - PERFORMANCE - TradingGUI初始化完成
2025-05-07 23:30:42 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:30:42 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:30:42 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:30:42 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:30:42 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:30:42 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:30:42 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:30:42 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:30:42 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:31:03 - PERFORMANCE - 成功获取股票 sz159918 的K线数据，时间范围: 2023-09-26 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:31:05 - PERFORMANCE - 图表更新完成
2025-05-07 23:31:05 - PERFORMANCE - 成功更新sz159918的图表显示
2025-05-07 23:31:05 - PERFORMANCE - 已选择股票: sz159918
2025-05-07 23:31:07 - PERFORMANCE - 成功获取股票 sh605299 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:31:08 - PERFORMANCE - 图表更新完成
2025-05-07 23:31:08 - PERFORMANCE - 成功更新sh605299的图表显示
2025-05-07 23:31:08 - PERFORMANCE - 已选择股票: sh605299
2025-05-07 23:31:10 - PERFORMANCE - 成功获取股票 sz301566 的K线数据，时间范围: 2023-12-29 00:00:00 至 2025-04-10 00:00:00，共 307 条记录
2025-05-07 23:31:11 - PERFORMANCE - 图表更新完成
2025-05-07 23:31:11 - PERFORMANCE - 成功更新sz301566的图表显示
2025-05-07 23:31:11 - PERFORMANCE - 已选择股票: sz301566
2025-05-07 23:31:12 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:31:12 - PERFORMANCE - 成功更新sh605299的图表显示
2025-05-07 23:31:12 - PERFORMANCE - 已选择股票: sh605299
2025-05-07 23:31:14 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:31:14 - PERFORMANCE - 成功更新sz301566的图表显示
2025-05-07 23:31:14 - PERFORMANCE - 已选择股票: sz301566
2025-05-07 23:31:16 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:31:16 - PERFORMANCE - 成功更新sh605299的图表显示
2025-05-07 23:31:16 - PERFORMANCE - 已选择股票: sh605299
2025-05-07 23:31:18 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:31:18 - PERFORMANCE - 成功更新sz301566的图表显示
2025-05-07 23:31:18 - PERFORMANCE - 已选择股票: sz301566
2025-05-07 23:31:20 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:31:20 - PERFORMANCE - 成功更新sh605299的图表显示
2025-05-07 23:31:20 - PERFORMANCE - 已选择股票: sh605299
2025-05-07 23:32:23 - PERFORMANCE - 成功获取股票 sz300110 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:32:23 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:32:23 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:32:23 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 23:32:24 - PERFORMANCE - 成功获取股票 sz399439 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:32:25 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:32:25 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-07 23:32:25 - PERFORMANCE - 已选择股票: sz399439
2025-05-07 23:32:47 - PERFORMANCE - TradingGUI初始化开始
2025-05-07 23:32:47 - PERFORMANCE - StockManager初始化成功
2025-05-07 23:32:47 - PERFORMANCE - Hikyuu数据源初始化失败: No module named 'data_source'
2025-05-07 23:32:47 - PERFORMANCE - 东方财富数据源初始化成功
2025-05-07 23:32:47 - PERFORMANCE - 新浪数据源初始化成功
2025-05-07 23:32:47 - PERFORMANCE - 同花顺数据源初始化成功
2025-05-07 23:32:47 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:32:47 - PERFORMANCE - 行业管理器初始化完成
2025-05-07 23:32:47 - PERFORMANCE - 市场和行业数据初始化完成: 5 个市场, 43 个行业
2025-05-07 23:32:47 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:32:47 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:32:47 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:32:47 - PERFORMANCE - 初始化行业管理器结束
2025-05-07 23:32:47 - PERFORMANCE - 初始化主题管理器
2025-05-07 23:32:47 - PERFORMANCE - 初始化主题配置
2025-05-07 23:32:47 - PERFORMANCE - 加载默认主题色
2025-05-07 23:32:47 - PERFORMANCE - 加载颜色主题结束
2025-05-07 23:32:47 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-07 23:32:47 - PERFORMANCE - 行业映射初始化完成
2025-05-07 23:32:48 - PERFORMANCE - 左侧面板创建完成
2025-05-07 23:32:48 - PERFORMANCE - 图表控件UI初始化完成
2025-05-07 23:32:48 - PERFORMANCE - 信号连接完成
2025-05-07 23:32:48 - PERFORMANCE - 主题应用完成
2025-05-07 23:32:48 - PERFORMANCE - 图表渲染优化完成
2025-05-07 23:32:48 - PERFORMANCE - 图表控件初始化完成
2025-05-07 23:32:48 - PERFORMANCE - 中间面板创建完成
2025-05-07 23:32:48 - PERFORMANCE - 右侧面板创建完成
2025-05-07 23:32:48 - PERFORMANCE - 底部面板创建完成
2025-05-07 23:32:48 - PERFORMANCE - 菜单栏初始化完成
2025-05-07 23:32:48 - PERFORMANCE - 菜单栏创建完成
2025-05-07 23:32:48 - PERFORMANCE - 工具栏初始化完成
2025-05-07 23:32:48 - PERFORMANCE - 工具栏创建完成
2025-05-07 23:32:49 - PERFORMANCE - 主题应用完成
2025-05-07 23:32:49 - PERFORMANCE - UI初始化完成
2025-05-07 23:32:49 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-07 23:32:49 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-07 23:32:49 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:32:50 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:32:50 - PERFORMANCE - 开始初始化数据...
2025-05-07 23:32:50 - PERFORMANCE - 互斥锁初始化完成
2025-05-07 23:32:50 - PERFORMANCE - 配置加载完成
2025-05-07 23:32:50 - PERFORMANCE - 缓存已清除
2025-05-07 23:32:50 - PERFORMANCE - 数据源初始化完成
2025-05-07 23:32:50 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:32:52 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:32:52 - PERFORMANCE - 数据初始化完成
